Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:    922, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    980, rd_minus:   1278, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1777 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1848, rd_minus:   1760, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1778 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1840, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1779 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2428, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1780 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1436, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1781 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    128, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1782 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    112, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1783 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1142, rd_minus:   1192, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1784 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2356, rd_minus:   2636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1785 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    668, rd_minus:    756, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1786 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1684, rd_minus:   2110, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1787 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1676, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1788 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4224, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1789 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1300, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1790 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4124, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1791 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1740, rd_minus:   1760, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1792 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1116, rd_minus:   1434, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1793 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    900, rd_minus:    912, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1794 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3554, rd_minus:   3360, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1795 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3148, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1796 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3700, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1797 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1692, rd_minus:   2436, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1798 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1616, rd_minus:   1694, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1799 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3692, rd_minus:   3072, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1800 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    188, rd_minus:    186, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1801 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4118, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1802 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  13282, rd_minus:   7794, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1803 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3648, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1804 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3496, rd_minus:   2964, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1805 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8532, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1806 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    354, rd_minus:    338, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1807 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     94, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1808 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1192, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1809 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1856, rd_minus:   2636, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1810 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1732, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1811 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4278, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1812 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2256, rd_minus:   2094, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1813 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     98, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1814 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3528, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1815 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2820, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1816 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    310, rd_minus:    458, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1817 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3110, rd_minus:   3402, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1818 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1738, rd_minus:   1812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1819 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    572, rd_minus:    684, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1820 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1540, rd_minus:   1516, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1821 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3040, rd_minus:   3100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1822 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1632, rd_minus:   1274, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1823 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1062, rd_minus:   1064, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1824 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    214, rd_minus:    198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1825 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1240, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1826 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    724, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1827 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1620, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1828 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1832, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1829 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    820, rd_minus:   1566, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1830 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1776, rd_minus:   1906, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1831 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5858, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1832 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1652, rd_minus:   1502, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1833 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2808, rd_minus:   3046, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1834 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1292, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1835 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1284, rd_minus:   1292, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1836 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2980, rd_minus:   2950, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1837 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1920, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1838 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3026, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1839 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3972, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1840 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    394, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1841 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1428, rd_minus:   1724, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1842 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2538, rd_minus:   2478, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1843 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3092, rd_minus:   2740, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1844 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1230, rd_minus:   1816, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1845 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4096, rd_minus:   4260, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1846 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    248, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1847 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    116, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1848 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2030, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1849 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2868, rd_minus:   3378, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1850 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3082, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1851 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1340, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1852 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1232, rd_minus:   1360, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1853 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3876, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1854 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1732, rd_minus:   1444, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1855 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    228, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1856 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3390, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1857 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4916, rd_minus:   5476, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1858 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1772, rd_minus:   1970, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1859 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1204, rd_minus:   1812, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1860 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3266, rd_minus:   3484, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1861 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1860, rd_minus:   1276, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1862 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2052, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1863 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1216, rd_minus:   1720, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1864 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3096, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1865 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1172, rd_minus:    838, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1866 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2050, rd_minus:   1980, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1867 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    136, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1868 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1869 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    134, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1870 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3958, rd_minus:   4230, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1871 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2392, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1872 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1932, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1873 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3078, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1874 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1820, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1875 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    780, rd_minus:    812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1876 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1072, rd_minus:   1106, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1877 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    214, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1878 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2542, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1879 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1838, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1880 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3472, rd_minus:   2850, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1881 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    852, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1882 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    192, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1883 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6792, rd_minus:   7006, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1884 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    796, rd_minus:    924, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1885 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2364, rd_minus:   2464, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1886 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2412, rd_minus:   2462, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1887 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2210, rd_minus:   2466, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1888 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4620, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1889 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    932, rd_minus:    822, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1890 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    350, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1891 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3844, rd_minus:   4044, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1892 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2208, rd_minus:   2374, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1893 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1554, rd_minus:   1558, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1894 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1308, rd_minus:   1536, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1895 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3526, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1896 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1116, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1897 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    288, rd_minus:    290, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1898 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4182, rd_minus:   3354, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1899 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1008, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1900 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3040, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1901 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6014, rd_minus:   5462, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1902 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2774, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1903 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2472, rd_minus:   2328, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1904 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8206, rd_minus:   7540, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1905 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1280, rd_minus:   1504, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1906 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3766, rd_minus:   3826, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1907 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3254, rd_minus:   3606, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1908 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1936, rd_minus:   1406, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1909 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    110, rd_minus:     96, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1910 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     66, rd_minus:     88, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1911 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2106, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1912 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    532, rd_minus:    472, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1913 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3028, rd_minus:   2346, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1914 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8618, rd_minus:   8960, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1915 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     78, rd_minus:     84, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1916 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2988, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1917 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1964, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1918 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1206, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1919 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    706, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1920 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1858, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1921 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2220, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1922 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5152, rd_minus:   5092, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1923 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8092, rd_minus:   8058, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1924 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1828, rd_minus:   1768, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1925 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1148, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1926 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2274, rd_minus:   1838, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1927 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2532, rd_minus:   2842, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1928 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2370, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1929 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2050, rd_minus:    916, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1930 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1558, rd_minus:   1032, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1931 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1476, rd_minus:   2180, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1932 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8224, rd_minus:   6812, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1933 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1770, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1934 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4220, rd_minus:   4714, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1935 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     78, rd_minus:     82, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1936 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3578, rd_minus:   2820, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1937 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1616, rd_minus:   1468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1938 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4934, rd_minus:   4166, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1939 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:     84, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1940 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    700, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1941 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1482, rd_minus:   1310, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1942 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3352, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1943 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3018, rd_minus:   3086, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1944 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3100, rd_minus:   3104, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1945 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1656, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1946 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    122, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1947 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    110, rd_minus:    124, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1948 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8130, rd_minus:   8172, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1949 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1368, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1950 / 4120, payload_bits 4096, end_bits 24
